"hs_symbol","gene_id","SYMBOL","CpG","rank"
"DNAJC13","AMEX60DD022592","Dnajc13.2","cg16687257",4394
"MGST1","AMEX60DD006663","Mgst1","cg16275162",4395
"BEND7","AMEX60DD006287","Bend7","cg09407361",4396
"RNF139","AMEX60DD040457","Rnf139","cg03821809",4398
"ELK3","AMEX60DD007825","Elk3","cg06256720",4400
"LMO3","AMEX60DD006666","Lmo3","cg04651121",4401
"PTPRD","AMEX60DD043348","Ptprd","cg02658132",4402
"KRT222","AMEX60DD010133","Krt222","cg06144801",4404
"KLHL14","AMEX60DD039632","Klhl14","cg02774981",4405
"SOX6","AMEX60DD004724","Sox6","cg01530159",4406
"ZNF827","AMEX60DD044992","Znf827","cg22533021",4408
"AUTS2","AMEX60DD027966","Auts2","cg23527494",4409
"AUTS2","AMEX60DD054212","Auts2.1","cg23527494",4409
"AUTS2","AMEX60DD054215","Auts2.3","cg23527494",4409
"AUTS2","AMEX60DD054214","Auts2.2","cg23527494",4409
"SF1","AMEX60DD025246","Sf1","cg19860527",4410
"RNF220","AMEX60DD032083","Rnf220.1","cg10235290",4411
"RNF220","AMEX60DD019858","Rnf220","cg10235290",4411
"ARAP3","AMEX60DD030219","Arap3","cg24467057",4414
"TMED2","AMEX60DD000572","Tmed2","cg22703186",4415
"GNA13","AMEX60DD031174","Gna13","cg18013240",4416
"XYLT1","AMEX60DD020470","Xylt1","cg07440924",4417
"GRIA3","AMEX60DD037207","Gria3.1","cg22521808",4418
"GRIA3","AMEX60DD037204","Gria3","cg22521808",4418
"ESRRG","AMEX60DD025330","Esrrg","cg10243630",4419
"ESRRG","AMEX60DD036107","Esrrg.1","cg10243630",4419
"ELP4","AMEX60DD004908","Elp4","cg18408272",4420
"ELP4","AMEX60DD037838","Elp4.1","cg18408272",4420
"NRXN3","AMEX60DD011291","Nrxn3","cg20657145",4421
"HNRNPD","AMEX60DD043555","Hnrnpd","cg14211535",4422
"AATF","AMEX60DD054121","Aatf","cg04920416",4423
"EVX2","AMEX60DD010172","Evx2","cg04028333",4425
"EVX2","AMEX60DD055613","Evx2.1","cg04028333",4425
"ZFPM2","AMEX60DD040273","Zfpm2","cg19643847",4426
"ZFPM2","AMEX60DD040274","Zfpm2.1","cg19643847",4426
"PBX1","AMEX60DD031588","Pbx1.1","cg10704133",4427
"PBX1","AMEX60DD018398","Pbx1","cg10704133",4427
"PBX1","AMEX60DD050515","Pbx1.3","cg10704133",4427
"PBX1","AMEX60DD050512","Pbx1.2","cg10704133",4427
"ZFHX3","AMEX60DD016992","Zfhx3","cg18616546",4428
"OLA1","AMEX60DD055699","Ola1.1","cg09760769",4429
"OLA1","AMEX60DD055698","Ola1","cg09760769",4429
"MEIS1","AMEX60DD035598","Meis1.1","cg11925076",4430
"MEIS1","AMEX60DD024424","Meis1","cg11925076",4430
"QKI","AMEX60DD034890","Qki","cg20212950",4431
"VSTM2A","AMEX60DD038591","Vstm2a","cg12509442",4432
"ESRRB","AMEX60DD011170","Esrrb","cg20987616",4433
"BCL11B","AMEX60DD011386","Bcl11b","cg13795805",4434
"CNOT6L","AMEX60DD043727","Cnot6l","cg20049544",4435
"DACH1","AMEX60DD048850","Dach1","cg20584529",4437
"PACSIN1","AMEX60DD008753","Pacsin1","cg12368841",4438
"AUTS2","AMEX60DD027966","Auts2","cg14397160",4439
"AUTS2","AMEX60DD054212","Auts2.1","cg14397160",4439
"AUTS2","AMEX60DD054215","Auts2.3","cg14397160",4439
"AUTS2","AMEX60DD054214","Auts2.2","cg14397160",4439
"ABLIM1","AMEX60DD053191","Ablim1","cg22310800",4440
"ABLIM1","AMEX60DD053195","Ablim1.1","cg22310800",4440
"CHIC2","AMEX60DD045545","Chic2","cg24850996",4443
"TAOK3","AMEX60DD001123","Taok3","cg00130771",4444
"HECW2","AMEX60DD055252","Hecw2","cg06448663",4445
"HECW2","AMEX60DD055253","Hecw2.1","cg06448663",4445
"CCDC178","AMEX60DD039638","Ccdc178.1","cg12769242",4446
"CCDC178","AMEX60DD039634","Ccdc178","cg12769242",4446
"ZFR","AMEX60DD041851","Zfr.1","cg08008510",4448
"ZFR","AMEX60DD014323","Zfr","cg08008510",4448
"LRMDA","AMEX60DD052208","Lrmda.2","cg13814560",4449
"LRMDA","AMEX60DD052207","Lrmda.1","cg13814560",4449
"LRMDA","AMEX60DD052205","Lrmda","cg13814560",4449
"PBX3","AMEX60DD050513","Pbx3.1","cg03927039",4451
"PBX3","AMEX60DD050511","Pbx3","cg03927039",4451
"IRX1","AMEX60DD038700","Irx1","cg04510523",4452
"PRRX1","AMEX60DD018449","Prrx1.1","cg14820859",4453
"PRRX1","AMEX60DD018448","Prrx1","cg14820859",4453
"PRRX1","AMEX60DD018450","Prrx1.2","cg14820859",4453
"ZEB2","AMEX60DD029760","Zeb2","cg00393367",4454
"ZEB2","AMEX60DD055909","Zeb2.1","cg00393367",4454
"FOXP1","AMEX60DD023939","Foxp1","cg05756833",4455
"ZEB2","AMEX60DD029760","Zeb2","cg01998606",4456
"ZEB2","AMEX60DD055909","Zeb2.1","cg01998606",4456
"FGF13","AMEX60DD037407","Fgf13","cg08229983",4458
"FUT8","AMEX60DD012057","Fut8","cg16375103",4459
"SAMD4B","AMEX60DD024341","Samd4b","cg25934383",4461
"HAO1","AMEX60DD035727","Hao1","cg03136055",4463
"DACH2","AMEX60DD037643","Dach2","cg16480381",4464
"PRDM6","AMEX60DD042870","Prdm6","cg04980135",4465
"FIGN","AMEX60DD029644","Fign","cg01363325",4466
"FIGN","AMEX60DD055759","Fign.1","cg01363325",4466
"SORBS2","AMEX60DD045413","Sorbs2","cg03452756",4468
"TNRC6C","AMEX60DD030755","Tnrc6c","cg16351469",4469
"HOXA7","HoxA7","Hoxa7","cg07456773",4470
"ATP2B1","AMEX60DD006353","Atp2b1","cg20010041",4471
"VEZF1","AMEX60DD054099","Vezf1","cg10029843",4472
"UNCX","AMEX60DD021249","Uncx","cg01275157",4473
"URI1","AMEX60DD016694","Uri1.1","cg25260948",4475
"URI1","AMEX60DD016693","Uri1","cg25260948",4475
"CHIC2","AMEX60DD045545","Chic2","cg02675830",4478
"ITPR3","AMEX60DD008732","Itpr3","cg07904661",4479
"OTP","AMEX60DD042321","Otp.1","cg13866150",4481
"OTP","AMEX60DD042320","Otp","cg13866150",4481
"DACH1","AMEX60DD048850","Dach1","cg23220306",4483
"ID4","AMEX60DD038483","Id4","cg09633555",4484
"ZSWIM6","AMEX60DD042202","Zswim6","cg00967908",4485
"NRN1","AMEX60DD038298","Nrn1.1","cg18652212",4486
"NRN1","AMEX60DD009515","Nrn1","cg18652212",4486
"CAMKMT","AMEX60DD035946","Camkmt","cg24779309",4487
"UPF1","AMEX60DD014167","Upf1","cg15051314",4488
"CCDC178","AMEX60DD039638","Ccdc178.1","cg13066404",4490
"CCDC178","AMEX60DD039634","Ccdc178","cg13066404",4490
"RBPMS","AMEX60DD043590","Rbpms","cg07652573",4491
"GLI3","AMEX60DD038107","Gli3","cg25369687",4493
"AP3B1","AMEX60DD042316","Ap3b1","cg16388536",4495
"HOXC4","AMEX60DD029500","Hoxc4.1","cg07048205",4496
"HOXC4","AMEX60DD029499","Hoxc4","cg07048205",4496
"MID1","AMEX60DD048580","Mid1","cg08309206",4497
"OGT","AMEX60DD036783","Ogt","cg01941781",4498
"RRP15","AMEX60DD036122","Rrp15","cg13345581",4499
"MBNL2","AMEX60DD048632","Mbnl2","cg11543317",4500
"CHD7","AMEX60DD039791","Chd7","cg22678587",4501
"CAMKMT","AMEX60DD035946","Camkmt","cg03964231",4503
"ZBTB10","AMEX60DD039978","Zbtb10","cg09566714",4504
"UNCX","AMEX60DD021249","Uncx","cg22748772",4505
"EBF3","AMEX60DD046404","Ebf3","cg11011772",4506
"EBF3","AMEX60DD052723","Ebf3.1","cg11011772",4506
"AUTS2","AMEX60DD027966","Auts2","cg00009319",4508
"AUTS2","AMEX60DD054212","Auts2.1","cg00009319",4508
"AUTS2","AMEX60DD054215","Auts2.3","cg00009319",4508
"AUTS2","AMEX60DD054214","Auts2.2","cg00009319",4508
"ZEB2","AMEX60DD029760","Zeb2","cg18743610",4509
"ZEB2","AMEX60DD055909","Zeb2.1","cg18743610",4509
"MAPKAP1","AMEX60DD050518","Mapkap1","cg26481779",4510
"GRIK5","AMEX60DD018047","Grik5","cg17349123",4511
"ESRRB","AMEX60DD011170","Esrrb","cg25430489",4512
"BRINP1","AMEX60DD050793","Brinp1","cg06832823",4513
"PRRC2C","AMEX60DD018359","Prrc2c","cg14712939",4514
"PRRC2C","AMEX60DD018360","Prrc2c.1","cg14712939",4514
"TIPARP","AMEX60DD026798","Tiparp.2","cg05482254",4515
"TIPARP","AMEX60DD013041","Tiparp.1","cg05482254",4515
"TIPARP","AMEX60DD001854","Tiparp","cg05482254",4515
"RUNX2","AMEX60DD032921","Runx2","cg07117806",4516
"RUNX2","AMEX60DD032922","Runx2.1","cg07117806",4516
"HOXC4","AMEX60DD029500","Hoxc4.1","cg16807187",4517
"HOXC4","AMEX60DD029499","Hoxc4","cg16807187",4517
"SPTAN1","AMEX60DD050290","Sptan1","cg02175911",4518
"OSBP","AMEX60DD007099","Osbp","cg23128382",4519
"ZFR","AMEX60DD041851","Zfr.1","cg25659357",4520
"ZFR","AMEX60DD014323","Zfr","cg25659357",4520
"FOXP1","AMEX60DD023939","Foxp1","cg22320085",4521
"NKX2-2","AMEX60DD035473","Nkx2-2","cg13342658",4523
"SCN8A","AMEX60DD029649","Scn8a","cg15637759",4524
"AMMECR1","AMEX60DD037129","Ammecr1","cg08162897",4525
"NFIA","AMEX60DD033675","Nfia.1","cg17050587",4526
"NFIA","AMEX60DD019413","Nfia","cg17050587",4526
"SOX5","AMEX60DD006750","Sox5","cg12923727",4527
"SMAD7","AMEX60DD041727","Smad7","cg25410683",4528
"RANBP17","AMEX60DD030418","Ranbp17.1","cg01927175",4529
"RANBP17","AMEX60DD030416","Ranbp17","cg01927175",4529
"RANBP17","AMEX60DD030420","Ranbp17.2","cg01927175",4529
"CNOT4","AMEX60DD007039","Cnot4","cg18556021",4530
"GPHN","AMEX60DD012041","Gphn","cg06772281",4531
"PPP2R2A","AMEX60DD003005","Ppp2r2a","cg10901833",4532
"DLGAP1","AMEX60DD039420","Dlgap1","cg17298239",4533
"FIGN","AMEX60DD029644","Fign","cg07206761",4534
"FIGN","AMEX60DD055759","Fign.1","cg07206761",4534
"BCL9","AMEX60DD047088","Bcl9","cg19291010",4536
"CXXC4","AMEX60DD044661","Cxxc4","cg07309812",4537
"CMIP","AMEX60DD017497","Cmip.1","cg25639809",4538
"CMIP","AMEX60DD017461","Cmip","cg25639809",4538
"ELK3","AMEX60DD007825","Elk3","cg12084468",4539
"LCOR","AMEX60DD052868","Lcor","cg18766286",4540
"GRIA2","AMEX60DD045153","Gria2.1","cg26828755",4541
"GRIA2","AMEX60DD045146","Gria2","cg26828755",4541
"ZNF521","AMEX60DD039549","Znf521","cg07749944",4542
"CXXC4","AMEX60DD044661","Cxxc4","cg16540608",4543
"ZEB2","AMEX60DD029760","Zeb2","cg02313256",4545
"ZEB2","AMEX60DD055909","Zeb2.1","cg02313256",4545
"AUTS2","AMEX60DD027966","Auts2","cg13039539",4546
"AUTS2","AMEX60DD054212","Auts2.1","cg13039539",4546
"AUTS2","AMEX60DD054215","Auts2.3","cg13039539",4546
"AUTS2","AMEX60DD054214","Auts2.2","cg13039539",4546
"DOCK9","AMEX60DD048659","Dock9.2","cg06956589",4547
"DOCK9","AMEX60DD048656","Dock9","cg06956589",4547
"DOCK9","AMEX60DD048657","Dock9.1","cg06956589",4547
"ZSWIM6","AMEX60DD042202","Zswim6","cg07458047",4549
"SIX1","AMEX60DD024753","Six1.1","cg06695854",4550
"SIX1","AMEX60DD011856","Six1","cg06695854",4550
"MAP3K12","AMEX60DD029538","Map3k12","cg13846278",4551
"ERG","AMEX60DD047184","Erg","cg05499494",4552
"TRIM33","AMEX60DD008850","Trim33","cg00166917",4553
"ZBTB20","AMEX60DD046990","Zbtb20","cg25320313",4554
"TCF4","AMEX60DD041795","Tcf4","cg13219248",4555
"SPATA17","AMEX60DD036114","Spata17","cg10448703",4556
"CNTLN","AMEX60DD043394","Cntln","cg17091071",4557
"JUND","AMEX60DD014112","Jund","cg27579480",4559
"RNF19A","AMEX60DD040211","Rnf19a","cg08072685",4560
"ADGRL2","AMEX60DD018914","Adgrl2","cg08072531",4561
"GRPR","AMEX60DD047941","Grpr","cg19115789",4563
"GRPR","AMEX60DD047943","Grpr.1","cg19115789",4563
"NR2F1","AMEX60DD042580","Nr2f1.1","cg09530766",4564
"NR2F1","AMEX60DD015153","Nr2f1","cg09530766",4564
"ERCC1","AMEX60DD007333","Ercc1","cg08123457",4565
"PPIP5K2","AMEX60DD042676","Ppip5k2.1","cg13645387",4567
"PPIP5K2","AMEX60DD042672","Ppip5k2","cg13645387",4567
"AMMECR1","AMEX60DD037129","Ammecr1","cg16000161",4568
"ADGRL2","AMEX60DD018914","Adgrl2","cg07787884",4569
"MAFB","AMEX60DD009484","Mafb","cg12242396",4570
"MAFB","AMEX60DD028613","Mafb.1","cg12242396",4570
"ZEB2","AMEX60DD029760","Zeb2","cg05962837",4571
"ZEB2","AMEX60DD055909","Zeb2.1","cg05962837",4571
"BCL11A","AMEX60DD035398","Bcl11a.1","cg11825056",4573
"BCL11A","AMEX60DD024771","Bcl11a","cg11825056",4573
"LRMDA","AMEX60DD052208","Lrmda.2","cg01128516",4574
"LRMDA","AMEX60DD052207","Lrmda.1","cg01128516",4574
"LRMDA","AMEX60DD052205","Lrmda","cg01128516",4574
"TAF4","AMEX60DD017651","Taf4","cg13079992",4576
"TAF4","AMEX60DD017652","Taf4.1","cg13079992",4576
"TAF4","AMEX60DD026909","Taf4.2","cg13079992",4576
"CHD4","AMEX60DD026866","Chd4","cg14583440",4577
"AP3B1","AMEX60DD042316","Ap3b1","cg25947654",4579
"ZFHX4","AMEX60DD039942","Zfhx4","cg05470767",4580
"DAZAP1","AMEX60DD013501","Dazap1","cg06459870",4581
"WDPCP","AMEX60DD035641","Wdpcp","cg26294925",4582
"MEIS1","AMEX60DD035598","Meis1.1","cg20701299",4583
"MEIS1","AMEX60DD024424","Meis1","cg20701299",4583
"KCNN2","AMEX60DD042784","Kcnn2.1","cg24236358",4585
"KCNN2","AMEX60DD013885","Kcnn2","cg24236358",4585
"MLEC","AMEX60DD000492","Mlec","cg09439840",4586
"MAFB","AMEX60DD009484","Mafb","cg11105807",4588
"MAFB","AMEX60DD028613","Mafb.1","cg11105807",4588
"NRP2","AMEX60DD055040","Nrp2","cg07264916",4590
"ZNF536","AMEX60DD016701","Znf536.2","cg24766227",4593
"ZNF536","AMEX60DD016699","Znf536.1","cg24766227",4593
"ZNF536","AMEX60DD008513","Znf536","cg24766227",4593
"ZFR","AMEX60DD041851","Zfr.1","cg18980531",4594
"ZFR","AMEX60DD014323","Zfr","cg18980531",4594
"TCF12","AMEX60DD003650","Tcf12","cg17567299",4596
"RBFOX3","AMEX60DD031407","Rbfox3","cg03436601",4597
"CREBRF","AMEX60DD028729","Crebrf","cg27441580",4598
"CASZ1","AMEX60DD051153","Casz1","cg02895114",4600
"CASZ1","AMEX60DD053420","Casz1.1","cg02895114",4600
"CNOT1","AMEX60DD015516","Cnot1.1","cg19773399",4601
"CNOT1","AMEX60DD015513","Cnot1","cg19773399",4601
"SPATA17","AMEX60DD036114","Spata17","cg01784864",4602
"TBCA","AMEX60DD042319","Tbca","cg25266160",4603
"RPN2","AMEX60DD028630","Rpn2","cg25332194",4605
"PKNOX2","AMEX60DD054026","Pknox2","cg24318948",4606
"RANBP17","AMEX60DD030418","Ranbp17.1","cg02480322",4607
"RANBP17","AMEX60DD030416","Ranbp17","cg02480322",4607
"RANBP17","AMEX60DD030420","Ranbp17.2","cg02480322",4607
"TFAP2B","AMEX60DD032871","Tfap2b","cg11729436",4609
"MBNL1","AMEX60DD001895","Mbnl1","cg14700070",4610
"LRPPRC","AMEX60DD035957","Lrpprc","cg17391063",4611
"FAM172A","AMEX60DD042583","Fam172a.2","cg19385750",4612
"FAM172A","AMEX60DD042581","Fam172a","cg19385750",4612
"FAM172A","AMEX60DD042582","Fam172a.1","cg19385750",4612
"KCNJ4","AMEX60DD029289","Kcnj4","cg07248946",4614
"KPNA4","AMEX60DD001806","Kpna4","cg15062281",4615
"DACH1","AMEX60DD048850","Dach1","cg12821343",4616
"ZNF521","AMEX60DD039549","Znf521","cg14783285",4618
"BARHL2","AMEX60DD052670","Barhl2.1","cg12001730",4619
"BARHL2","AMEX60DD019109","Barhl2","cg12001730",4619
"AP4S1","AMEX60DD012193","Ap4s1","cg15715091",4621
"PPIP5K2","AMEX60DD042676","Ppip5k2.1","cg18567986",4622
"PPIP5K2","AMEX60DD042672","Ppip5k2","cg18567986",4622
"DHX15","AMEX60DD045767","Dhx15","cg14899396",4623
"ANK3","AMEX60DD052479","Ank3","cg12601476",4624
"ANK3","AMEX60DD052480","Ank3.1","cg12601476",4624
"NKX1-1","AMEX60DD046067","Nkx1-1","cg01181227",4626
"ARRDC3","AMEX60DD042571","Arrdc3","cg13155053",4627
"NRXN2","AMEX60DD025259","Nrxn2","cg05460366",4628
"NRXN2","AMEX60DD025260","Nrxn2.1","cg05460366",4628
"PKNOX2","AMEX60DD054026","Pknox2","cg06846902",4630
"FOXP1","AMEX60DD023939","Foxp1","cg02052649",4631
"SLF2","AMEX60DD052954","Slf2","cg26875368",4632
"MRM1","AMEX60DD054128","Mrm1","cg04952588",4633
"NPAS3","AMEX60DD024711","Npas3.2","cg13020851",4635
"NPAS3","AMEX60DD012207","Npas3","cg13020851",4635
"NPAS3","AMEX60DD012209","Npas3.1","cg13020851",4635
"ILF3","AMEX60DD012671","Ilf3","cg04490547",4636
"ILF3","AMEX60DD051502","Ilf3.3","cg04490547",4636
"ILF3","AMEX60DD051501","Ilf3.2","cg04490547",4636
"ILF3","AMEX60DD032042","Ilf3.1","cg04490547",4636
"ILF3","AMEX60DD052329","Ilf3.4","cg04490547",4636
"ILF3","AMEX60DD052331","Ilf3.6","cg04490547",4636
"ILF3","AMEX60DD052330","Ilf3.5","cg04490547",4636
"FOXP2","AMEX60DD006292","Foxp2","cg00220825",4638
"DUSP6","AMEX60DD006352","Dusp6","cg15761219",4639
"ST8SIA3","AMEX60DD041803","St8sia3","cg03839639",4640
"FIGN","AMEX60DD029644","Fign","cg20696319",4641
"FIGN","AMEX60DD055759","Fign.1","cg20696319",4641
"BACH2","AMEX60DD033941","Bach2","cg11422297",4645
"DENND1A","AMEX60DD050557","Dennd1a","cg16702516",4646
"PBX1","AMEX60DD031588","Pbx1.1","cg19827223",4647
"PBX1","AMEX60DD018398","Pbx1","cg19827223",4647
"PBX1","AMEX60DD050515","Pbx1.3","cg19827223",4647
"PBX1","AMEX60DD050512","Pbx1.2","cg19827223",4647
"CLK3","AMEX60DD004131","Clk3","cg22622940",4648
"BEST3","AMEX60DD006513","Best3","cg07187989",4651
"PITX2","AMEX60DD044294","Pitx2","cg14054874",4652
"SMG6","AMEX60DD054899","Smg6","cg20109907",4653
"SMG6","AMEX60DD054901","Smg6.1","cg20109907",4653
"SMG6","AMEX60DD054903","Smg6.2","cg20109907",4653
"ZNF521","AMEX60DD039549","Znf521","cg10945567",4655
"ZEB2","AMEX60DD029760","Zeb2","cg23208122",4656
"ZEB2","AMEX60DD055909","Zeb2.1","cg23208122",4656
"DMRT3","AMEX60DD043121","Dmrt3","cg07414561",4657
"SMARCC2","AMEX60DD029913","Smarcc2","cg03308445",4660
"SMARCC2","AMEX60DD029915","Smarcc2.1","cg03308445",4660
"ELAVL4","AMEX60DD019659","Elavl4","cg00658736",4661
"LRP4","AMEX60DD005288","Lrp4","cg16232431",4662
"CSNK1D","AMEX60DD031523","Csnk1d","cg15569409",4664
"ARID1B","AMEX60DD034958","Arid1b","cg13549145",4665
"MKLN1","AMEX60DD048596","Mkln1.2","cg17030869",4666
"MKLN1","AMEX60DD008080","Mkln1","cg17030869",4666
"MKLN1","AMEX60DD008081","Mkln1.1","cg17030869",4666
"MEIS1","AMEX60DD035598","Meis1.1","cg04723117",4667
"MEIS1","AMEX60DD024424","Meis1","cg04723117",4667
"MCTP1","AMEX60DD042590","Mctp1.1","cg19657406",4668
"MCTP1","AMEX60DD042591","Mctp1.2","cg19657406",4668
"MCTP1","AMEX60DD042588","Mctp1","cg19657406",4668
"TRIM8","AMEX60DD052972","Trim8","cg02391262",4670
"ZFHX3","AMEX60DD016992","Zfhx3","cg23245779",4671
"TFAP2D","AMEX60DD032878","Tfap2d","cg00437193",4672
"SLITRK3","AMEX60DD001788","Slitrk3","cg08634813",4673
"RAB2A","AMEX60DD039787","Rab2a","cg23816206",4676
"PAX2","AMEX60DD051628","Pax2","cg26776127",4677
"MAP3K7","AMEX60DD033938","Map3k7","cg17568431",4678
"MGMT","AMEX60DD030507","Mgmt","cg23414644",4679
"BCL11B","AMEX60DD011386","Bcl11b","cg26091579",4680
"HECW2","AMEX60DD055252","Hecw2","cg11132800",4681
"HECW2","AMEX60DD055253","Hecw2.1","cg11132800",4681
"GALNT5","AMEX60DD055822","Galnt5.1","cg27447914",4683
"GALNT5","AMEX60DD056621","Galnt5.2","cg27447914",4683
"GALNT5","AMEX60DD055820","Galnt5","cg27447914",4683
"TBC1D5","AMEX60DD022787","Tbc1d5","cg22151044",4684
"ZNF521","AMEX60DD039549","Znf521","cg20677048",4685
"AMBRA1","AMEX60DD005276","Ambra1","cg02600036",4686
"AMBRA1","AMEX60DD005277","Ambra1.1","cg02600036",4686
"AMBRA1","AMEX60DD005278","Ambra1.2","cg02600036",4686
"VSNL1","AMEX60DD033145","Vsnl1","cg13782795",4687
"DMTF1","AMEX60DD006248","Dmtf1","cg20483635",4688
"ADGRB3","AMEX60DD033553","Adgrb3.1","cg24557791",4691
"ADGRB3","AMEX60DD033552","Adgrb3","cg24557791",4691
"PBX3","AMEX60DD050513","Pbx3.1","cg08380206",4693
"PBX3","AMEX60DD050511","Pbx3","cg08380206",4693
"ZDHHC14","AMEX60DD034953","Zdhhc14","cg21003308",4694
"ZDHHC14","AMEX60DD034954","Zdhhc14.1","cg21003308",4694
"TMEM182","AMEX60DD048089","Tmem182.2","cg09680988",4695
"TMEM182","AMEX60DD014429","Tmem182","cg09680988",4695
"TMEM182","AMEX60DD037606","Tmem182.1","cg09680988",4695
"UNCX","AMEX60DD021249","Uncx","cg23977950",4696
"PITX1","AMEX60DD028957","Pitx1","cg00900456",4697
"PHOX2B","AMEX60DD045633","Phox2b","cg22336104",4698
"PHOX2B","AMEX60DD045634","Phox2b.1","cg22336104",4698
"DRGX","AMEX60DD052422","Drgx","cg26033442",4700
"CMIP","AMEX60DD017497","Cmip.1","cg01796610",4701
"CMIP","AMEX60DD017461","Cmip","cg01796610",4701
"ID3","AMEX60DD005541","Id3","cg20589055",4702
"GALNTL6","AMEX60DD045276","Galntl6.2","cg06048014",4703
"GALNTL6","AMEX60DD045272","Galntl6.1","cg06048014",4703
"GALNTL6","AMEX60DD045271","Galntl6","cg06048014",4703
"LRBA","AMEX60DD045036","Lrba","cg01648756",4704
"SATB1","AMEX60DD022782","Satb1","cg05977952",4705
"ADNP","AMEX60DD027425","Adnp","cg14768660",4706
"RSU1","AMEX60DD022115","Rsu1","cg20219756",4708
"ERCC1","AMEX60DD007333","Ercc1","cg25354760",4709
"ZEB2","AMEX60DD029760","Zeb2","cg05968078",4710
"ZEB2","AMEX60DD055909","Zeb2.1","cg05968078",4710
"DACH1","AMEX60DD048850","Dach1","cg11352219",4711
"HIF1AN","AMEX60DD051631","Hif1an","cg08731014",4713
"MICALL2","AMEX60DD021238","Micall2","cg11694987",4715
"MBNL2","AMEX60DD048632","Mbnl2","cg08819465",4716
"SNX9","AMEX60DD034952","Snx9","cg25549238",4717
"SALL3","AMEX60DD039092","Sall3","cg08329571",4718
"RRAGC","AMEX60DD005820","Rragc","cg14980868",4719
"HOXD10","HoxD10","Hoxd10","cg10861899",4720
"MEIS2","AMEX60DD012146","Meis2","cg22330399",4721
"BICDL1","AMEX60DD054273","Bicdl1.1","cg10336036",4722
"BICDL1","AMEX60DD000532","Bicdl1","cg10336036",4722
"TMEM241","AMEX60DD039502","Tmem241","cg16774573",4724
"RAPGEF2","AMEX60DD045172","Rapgef2","cg07975023",4725
"ZEB2","AMEX60DD029760","Zeb2","cg01814663",4726
"ZEB2","AMEX60DD055909","Zeb2.1","cg01814663",4726
"NMT1","AMEX60DD009850","Nmt1","cg16080654",4727
"NIPBL","AMEX60DD041916","Nipbl","cg05141362",4728
"NIPBL","AMEX60DD041917","Nipbl.1","cg05141362",4728
"HECW2","AMEX60DD055252","Hecw2","cg19908097",4730
"HECW2","AMEX60DD055253","Hecw2.1","cg19908097",4730
"EPC2","AMEX60DD055879","Epc2.1","cg03751003",4732
"EPC2","AMEX60DD055878","Epc2","cg03751003",4732
"EPC2","AMEX60DD055881","Epc2.2","cg03751003",4732
"FLRT2","AMEX60DD011250","Flrt2","cg18386876",4733
"GALNT13","AMEX60DD055844","Galnt13.1","cg18678822",4734
"GALNT13","AMEX60DD055843","Galnt13","cg18678822",4734
"FZD7","AMEX60DD054983","Fzd7","cg23231910",4735
"SATB1","AMEX60DD022782","Satb1","cg16464310",4738
"IKZF1","AMEX60DD038240","Ikzf1","cg07443440",4739
"EWSR1","AMEX60DD001000","Ewsr1","cg11703808",4740
"VPS13B","AMEX60DD040188","Vps13b","cg00516349",4741
"ZNF326","AMEX60DD019092","Znf326","cg16960327",4742
"ZNF326","AMEX60DD019094","Znf326.1","cg16960327",4742
"ZNF326","AMEX60DD019096","Znf326.2","cg16960327",4742
"ZNF326","AMEX60DD043894","Znf326.3","cg16960327",4742
"CYP7B1","AMEX60DD039816","Cyp7b1","cg05959258",4743
"ESRRG","AMEX60DD025330","Esrrg","cg13733512",4744
"ESRRG","AMEX60DD036107","Esrrg.1","cg13733512",4744
"ELAVL2","AMEX60DD044481","Elavl2","cg02231183",4745
"EBF3","AMEX60DD046404","Ebf3","cg07209386",4746
"EBF3","AMEX60DD052723","Ebf3.1","cg07209386",4746
"MBNL1","AMEX60DD001895","Mbnl1","cg10751387",4747
"PUM1","AMEX60DD001513","Pum1","cg03603034",4748
"PUM1","AMEX60DD005443","Pum1.1","cg03603034",4748
"OLA1","AMEX60DD055699","Ola1.1","cg11355954",4749
"OLA1","AMEX60DD055698","Ola1","cg11355954",4749
"DDX39A","AMEX60DD031723","Ddx39a","cg19251730",4751
"ZNF423","AMEX60DD016569","Znf423","cg06186992",4752
"KLF12","AMEX60DD048834","Klf12","cg07839933",4753
"RBFOX1","AMEX60DD020250","Rbfox1","cg18723875",4755
"EPHA4","AMEX60DD002422","Epha4.1","cg23001333",4756
"EPHA4","AMEX60DD002138","Epha4","cg23001333",4756
"DENND1A","AMEX60DD050557","Dennd1a","cg11645949",4758
"VSNL1","AMEX60DD033145","Vsnl1","cg12186160",4759
"SOX5","AMEX60DD006750","Sox5","cg17040006",4761
"UNCX","AMEX60DD021249","Uncx","cg24707416",4763
"LRBA","AMEX60DD045036","Lrba","cg04345867",4764
"KLHL14","AMEX60DD039632","Klhl14","cg02004484",4765
"PBX1","AMEX60DD031588","Pbx1.1","cg11767291",4766
"PBX1","AMEX60DD018398","Pbx1","cg11767291",4766
"PBX1","AMEX60DD050515","Pbx1.3","cg11767291",4766
"PBX1","AMEX60DD050512","Pbx1.2","cg11767291",4766
"SLF1","AMEX60DD042593","Slf1.1","cg24786875",4767
"SLF1","AMEX60DD042594","Slf1.2","cg24786875",4767
"SLF1","AMEX60DD042592","Slf1","cg24786875",4767
"EBF3","AMEX60DD046404","Ebf3","cg12204071",4768
