"gene_id","hs_symbol","SYMBOL"
"AMEX60DD047744",NA,"L345_02278"
"AMEX60DD047745","UBE3A","Ube3a"
"AMEX60DD047746",NA,"AM047746"
"AMEX60DD047747","ATP10A","Atp10a"
"AMEX60DD047748",NA,"LOC112547415.50"
"AMEX60DD047749",NA,"LOC109975224.13"
"AMEX60DD047750",NA,"LOC115401458.10"
"AMEX60DD047751",NA,"LOC113837993.80"
"AMEX60DD047752",NA,"LOC116043362.48"
"AMEX60DD047753",NA,"AM047753"
"AMEX60DD047754",NA,"AM047754"
"AMEX60DD047755","GABRB3","Gabrb3.1"
"AMEX60DD047756","GABRA5","Gabra5"
"AMEX60DD047757",NA,"AM047757"
"AMEX60DD047758",NA,"AM047758"
"AMEX60DD047759",NA,"LOC102367500.6"
"AMEX60DD047760","OCA2","Oca2"
"AMEX60DD047761",NA,"AM047761"
"AMEX60DD047762",NA,"AM047762"
"AMEX60DD047763","HERC2","Herc2"
"AMEX60DD047764","NIPA1","Nipa1"
"AMEX60DD047765","NIPA2","Nipa2.1"
"AMEX60DD047766","CYFIP1","Cyfip1"
"AMEX60DD047767","CYFIP1","Cyfip1.1"
"AMEX60DD047768",NA,"AM047768"
"AMEX60DD047769","TUBGCP5","Tubgcp5"
"AMEX60DD047770",NA,"AM047770"
"AMEX60DD047771","CHST7","Chst7"
"AMEX60DD047772",NA,"AM047772"
"AMEX60DD047773","SLC9A7","Slc9a7"
"AMEX60DD047774","RP2","Rp2"
"AMEX60DD047775","JADE3","Jade3"
"AMEX60DD047776","RGN","Rgn"
"AMEX60DD047777","PLCXD1","Plcxd1"
"AMEX60DD047778","GTPBP6","Gtpbp6"
"AMEX60DD047779",NA,"LOC108801218"
"AMEX60DD047780","STAG2","Stag2.2"
"AMEX60DD047781","STAG2","Stag2.3"
"AMEX60DD047782",NA,"AM047782"
"AMEX60DD047783","WDR3","Wdr3.27"
"AMEX60DD047784","PPP2R3B","Ppp2r3b"
"AMEX60DD047785",NA,"AM047785"
"AMEX60DD047786",NA,"AM047786"
"AMEX60DD047787",NA,"AM047787"
"AMEX60DD047788",NA,"AM047788"
"AMEX60DD047789","SHOX","Shox"
"AMEX60DD047790",NA,"AM047790"
"AMEX60DD047791",NA,"AM047791"
"AMEX60DD047792",NA,"LOC111947684.19"
"AMEX60DD047793",NA,"LOC100336538.14"
"AMEX60DD047794",NA,"OJAV_G00236990.65"
"AMEX60DD047795",NA,"AM047795"
"AMEX60DD047796","CEP135","Cep135.1"
"AMEX60DD047797",NA,"ROHU_019343.27"
"AMEX60DD047798",NA,"AM047798"
"AMEX60DD047799","CRACDL","Cracdl.1"
"AMEX60DD047800","CIP2A","Cip2a"
"AMEX60DD047801","COA5","Coa5"
"AMEX60DD047802","INPP4A","Inpp4a"
"AMEX60DD047803",NA,"AM047803"
"AMEX60DD047804",NA,"DR999_PMT11893"
"AMEX60DD047805",NA,"LOC115460730.17"
"AMEX60DD047806",NA,"AM047806"
"AMEX60DD047807",NA,"AM047807"
"AMEX60DD047808","FSIP2","Fsip2.10"
"AMEX60DD047809","FSIP2","Fsip2.11"
"AMEX60DD047810","RPL36","Rpl36.3"
"AMEX60DD047811",NA,"AM047811"
"AMEX60DD047812",NA,"AM047812"
"AMEX60DD047813",NA,"AM047813"
"AMEX60DD047814",NA,"AM047814"
"AMEX60DD047815","FSIP2","Fsip2.12"
"AMEX60DD047816",NA,"AM047816"
"AMEX60DD047817",NA,"AM047817"
"AMEX60DD047818","ABCC5","Abcc5.1"
"AMEX60DD047819","MRPL30","Mrpl30"
"AMEX60DD047820","MITD1","Mitd1"
"AMEX60DD047821","LYG2","Lyg2.1"
"AMEX60DD047822","LYG2","Lyg2.2"
"AMEX60DD047823","LYG2","Lyg2.3"
"AMEX60DD047824","LYG2","Lyg2.4"
"AMEX60DD047825",NA,"AM047825"
"AMEX60DD047826","TXNDC9","Txndc9"
"AMEX60DD047827","EIF5B","Eif5b"
"AMEX60DD047828","REV1","Rev1"
"AMEX60DD047829","AFF3","Aff3"
"AMEX60DD047830",NA,"AM047830"
"AMEX60DD047831","AFF3","Aff3.1"
"AMEX60DD047832","LONRF2","Lonrf2"
"AMEX60DD047833","CHST10","Chst10"
"AMEX60DD047834",NA,"LOC116045588"
"AMEX60DD047835",NA,"AM047835"
"AMEX60DD047836",NA,"AM047836"
"AMEX60DD047837",NA,"AM047837"
"AMEX60DD047838","TCF15","Tcf15.1"
"AMEX60DD047839",NA,"AM047839"
"AMEX60DD047840","NMS","Nms"
"AMEX60DD047841",NA,"AM047841"
"AMEX60DD047842","PDCL3","Pdcl3"
"AMEX60DD047843",NA,"AM047843"
"AMEX60DD047844",NA,"AM047844"
"AMEX60DD047845","RPL31","Rpl31.4"
"AMEX60DD047846",NA,"AM047846"
"AMEX60DD047847",NA,"AM047847"
"AMEX60DD047848","TBC1D8","Tbc1d8"
"AMEX60DD047849","TBC1D8","Tbc1d8.1"
"AMEX60DD047850",NA,"AM047850"
"AMEX60DD047851",NA,"AM047851"
"AMEX60DD047852","CNOT11","Cnot11.2"
"AMEX60DD047853",NA,"AM047853"
"AMEX60DD047854",NA,"AM047854"
"AMEX60DD047855","RNF149","Rnf149"
"AMEX60DD047856","RFX8","Rfx8"
"AMEX60DD047857","CREG2","Creg2"
"AMEX60DD047858","RFX8","Rfx8.1"
"AMEX60DD047859",NA,"AM047859"
"AMEX60DD047860","MAP4K4","Map4k4.1"
"AMEX60DD047861","MAP4K4","Map4k4.2"
"AMEX60DD047862","MAP4K4","Map4k4.3"
"AMEX60DD047863",NA,"LOC114021760.4"
"AMEX60DD047864",NA,"AM047864"
"AMEX60DD047865",NA,"AM047865"
"AMEX60DD047866","IL1R2","Il1r2"
"AMEX60DD047867","ARSH","Arsh"
"AMEX60DD047868","ARSD","Arsd"
"AMEX60DD047869",NA,"AM047869"
"AMEX60DD047870","ARSD","Arsd.1"
"AMEX60DD047871","ARSD","Arsd.2"
"AMEX60DD047872","AKAP17A","Akap17a"
"AMEX60DD047873","COL4A1","Col4a1"
"AMEX60DD047874","COL4A2","Col4a2"
"AMEX60DD047875","RAB20","Rab20"
"AMEX60DD047876","NAXD","Naxd"
"AMEX60DD047877","CARS2","Cars2"
"AMEX60DD047878",NA,"AM047878"
"AMEX60DD047879","CARS2","Cars2.1"
"AMEX60DD047880","ING1","Ing1"
"AMEX60DD047881",NA,"AM047881"
"AMEX60DD047882","ANKRD10","Ankrd10"
"AMEX60DD047883",NA,"AM047883"
"AMEX60DD047884","ARHGEF7","Arhgef7"
"AMEX60DD047885",NA,"AM047885"
"AMEX60DD047886",NA,"LOC113406115.9"
"AMEX60DD047887",NA,"LOC109296026"
"AMEX60DD047888",NA,"AM047888"
"AMEX60DD047889",NA,"AM047889"
"AMEX60DD047890",NA,"LOC112138718.2"
"AMEX60DD047891",NA,"AM047891"
"AMEX60DD047892",NA,"AM047892"
"AMEX60DD047893",NA,"AM047893"
"AMEX60DD047894","SOX1","Sox1"
"AMEX60DD047895",NA,"AM047895"
"AMEX60DD047896",NA,"AM047896"
"AMEX60DD047897",NA,"AM047897"
"AMEX60DD047898",NA,"LOC503325.39"
"AMEX60DD047899",NA,"D9C73_028471.19"
"AMEX60DD047900",NA,"ROHU_008403.4"
"AMEX60DD047901",NA,"AM047901"
"AMEX60DD047902",NA,"AM047902"
"AMEX60DD047903",NA,"AM047903"
"AMEX60DD047904",NA,"AM047904"
"AMEX60DD047905",NA,"AM047905"
"AMEX60DD047906",NA,"AM047906"
"AMEX60DD047907",NA,"AM047907"
"AMEX60DD047908",NA,"AM047908"
"AMEX60DD047909",NA,"AM047909"
"AMEX60DD047910",NA,"LOC109137026.1"
"AMEX60DD047911",NA,"AM047911"
"AMEX60DD047912",NA,"DR999_PMT09309"
"AMEX60DD047913",NA,"AM047913"
"AMEX60DD047914","ZNF654","Znf654"
"AMEX60DD047915",NA,"AM047915"
"AMEX60DD047916",NA,"AM047916"
"AMEX60DD047917",NA,"AM047917"
"AMEX60DD047918","HTR1F","Htr1f"
"AMEX60DD047919",NA,"AM047919"
"AMEX60DD047920",NA,"AM047920"
"AMEX60DD047921",NA,"AM047921"
"AMEX60DD047922",NA,"AM047922"
"AMEX60DD047923",NA,"AM047923"
"AMEX60DD047924",NA,"AM047924"
"AMEX60DD047925",NA,"AM047925"
"AMEX60DD047926","BMX","Bmx"
"AMEX60DD047927",NA,"AM047927"
"AMEX60DD047928","BMX","Bmx.1"
"AMEX60DD047929",NA,"LOC114019771.3"
"AMEX60DD047930",NA,"AM047930"
"AMEX60DD047931","CLTRN","Cltrn"
"AMEX60DD047932","CLTRN","Cltrn.1"
"AMEX60DD047933",NA,"AM047933"
"AMEX60DD047934","ZRSR2","Zrsr2"
"AMEX60DD047935",NA,"AM047935"
"AMEX60DD047936","AP1S2","Ap1s2"
"AMEX60DD047937",NA,"AM047937"
"AMEX60DD047938",NA,"AM047938"
"AMEX60DD047939",NA,"LOC100336554.2"
"AMEX60DD047940",NA,"AM047940"
"AMEX60DD047941","GRPR","Grpr"
"AMEX60DD047942",NA,"AM047942"
"AMEX60DD047943","GRPR","Grpr.1"
"AMEX60DD047944",NA,"LOC100491442.1"
"AMEX60DD047945",NA,"AM047945"
"AMEX60DD047946",NA,"LOC114595149.167"
"AMEX60DD047947",NA,"AM047947"
"AMEX60DD047948",NA,"LOC106702273.57"
"AMEX60DD047949","CTPS2","Ctps2"
"AMEX60DD047950","CTPS2","Ctps2.1"
"AMEX60DD047951","SYAP1","Syap1.1"
"AMEX60DD047952",NA,"AM047952"
"AMEX60DD047953","SYAP1","Syap1.2"
"AMEX60DD047954",NA,"AM047954"
"AMEX60DD047955","TXLNG","Txlng"
"AMEX60DD047956",NA,"AM047956"
"AMEX60DD047957","HNRNPL","Hnrnpl.4"
"AMEX60DD047958",NA,"AM047958"
"AMEX60DD047959","RBBP7","Rbbp7"
"AMEX60DD047960","REPS2","Reps2"
"AMEX60DD047961",NA,"AM047961"
"AMEX60DD047962","KTI12","Kti12.2"
"AMEX60DD047963",NA,"AM047963"
"AMEX60DD047964","NHS","Nhs"
"AMEX60DD047965",NA,"AM047965"
"AMEX60DD047966","ERVFC1","Ervfc1.6"
"AMEX60DD047967",NA,"AM047967"
"AMEX60DD047968","BEND2","Bend2"
"AMEX60DD047969",NA,"AM047969"
"AMEX60DD047970",NA,"AM047970"
"AMEX60DD047971","RAI2","Rai2"
"AMEX60DD047972","SCML2","Scml2"
"AMEX60DD047973",NA,"AM047973"
"AMEX60DD047974",NA,"AM047974"
"AMEX60DD047975",NA,"AM047975"
"AMEX60DD047976",NA,"AM047976"
"AMEX60DD047977","CDKL5","Cdkl5"
"AMEX60DD047978",NA,"AM047978"
"AMEX60DD047979","CDKL5","Cdkl5.1"
"AMEX60DD047980","RS1","Rs1"
"AMEX60DD047981","PPEF2","Ppef2"
"AMEX60DD047982",NA,"AM047982"
"AMEX60DD047983","SCUBE3","Scube3.1"
"AMEX60DD047984","SOWAHC","Sowahc.2"
"AMEX60DD047985",NA,"AM047985"
"AMEX60DD047986",NA,"AM047986"
"AMEX60DD047987","SEPTIN10","Septin10.1"
"AMEX60DD047988",NA,"AM047988"
"AMEX60DD047989","ZNF25","Znf25.8"
"AMEX60DD047990",NA,"AM047990"
"AMEX60DD047991","GHR","Ghr"
"AMEX60DD047992","EDAR","Edar"
"AMEX60DD047993","CCDC138","Ccdc138"
"AMEX60DD047994","SH3RF3","Sh3rf3"
"AMEX60DD047995",NA,"LOC114552212.8"
"AMEX60DD047996",NA,"AM047996"
"AMEX60DD047997",NA,"AM047997"
"AMEX60DD047998",NA,"AM047998"
"AMEX60DD047999",NA,"AM047999"
"AMEX60DD048000","PPEF1","Ppef1"
"AMEX60DD048001","CCDC138","Ccdc138.1"
"AMEX60DD048002",NA,"AM048002"
"AMEX60DD048003","RANBP2","Ranbp2"
"AMEX60DD048004",NA,"AM048004"
"AMEX60DD048005","RANBP2","Ranbp2.1"
"AMEX60DD048006","LIMS1","Lims1"
"AMEX60DD048007",NA,"AM048007"
"AMEX60DD048008",NA,"AM048008"
"AMEX60DD048009",NA,"LOC102367500.7"
"AMEX60DD048010",NA,"AM048010"
"AMEX60DD048011","GCC2","Gcc2.1"
"AMEX60DD048012","GCC2","Gcc2.2"
"AMEX60DD048013",NA,"AM048013"
"AMEX60DD048014","SLC5A7","Slc5a7"
"AMEX60DD048015",NA,"LOC108791230.10"
"AMEX60DD048016",NA,"AM048016"
"AMEX60DD048017",NA,"AM048017"
"AMEX60DD048018","ST6GAL2","St6gal2.1"
"AMEX60DD048019",NA,"AM048019"
"AMEX60DD048020",NA,"AM048020"
"AMEX60DD048021","ST6GAL2","St6gal2.2"
"AMEX60DD048022",NA,"AM048022"
"AMEX60DD048023",NA,"LOC115089817.6"
"AMEX60DD048024",NA,"AM048024"
"AMEX60DD048025",NA,"AM048025"
"AMEX60DD048026",NA,"AM048026"
"AMEX60DD048027",NA,"AM048027"
"AMEX60DD048028",NA,"AM048028"
"AMEX60DD048029",NA,"LOC111559199.13"
"AMEX60DD048030",NA,"AM048030"
"AMEX60DD048031",NA,"AM048031"
"AMEX60DD048032","UXS1","Uxs1"
"AMEX60DD048033","ECRG4","Ecrg4"
"AMEX60DD048034",NA,"AM048034"
"AMEX60DD048035",NA,"LOC108785103"
"AMEX60DD048036","NCK2","Nck2"
"AMEX60DD048037","DPH3","Dph3"
"AMEX60DD048038","FHL2","Fhl2.1"
"AMEX60DD048039",NA,"C4H2ORF49"
"AMEX60DD048040","TGFBRAP1","Tgfbrap1"
"AMEX60DD048041","GPR45","Gpr45"
"AMEX60DD048042",NA,"AM048042"
"AMEX60DD048043",NA,"AM048043"
"AMEX60DD048044",NA,"AM048044"
"AMEX60DD048045",NA,"LOC108261387.14"
"AMEX60DD048046",NA,"AM048046"
"AMEX60DD048047",NA,"D4764_15G0009060.6"
"AMEX60DD048048",NA,"AM048048"
"AMEX60DD048049",NA,"AM048049"
"AMEX60DD048050",NA,"AM048050"
"AMEX60DD048051","MRPS9","Mrps9"
"AMEX60DD048052",NA,"AM048052"
"AMEX60DD048053",NA,"AM048053"
"AMEX60DD048054",NA,"AM048054"
"AMEX60DD048055",NA,"LOC115101604.1"
"AMEX60DD048056",NA,"AM048056"
"AMEX60DD048057",NA,"AM048057"
"AMEX60DD048058","POU3F4","Pou3f4.1"
"AMEX60DD048059",NA,"AM048059"
"AMEX60DD048060","CTSA","Ctsa.1"
"AMEX60DD048061","CTSA","Ctsa.2"
"AMEX60DD048062",NA,"LOC106930827.3"
"AMEX60DD048063",NA,"LOC109045189.1"
"AMEX60DD048064",NA,"LOC111559199.14"
"AMEX60DD048065",NA,"AM048065"
"AMEX60DD048066","RETREG3","Retreg3.1"
"AMEX60DD048067",NA,"AM048067"
"AMEX60DD048068",NA,"AM048068"
"AMEX60DD048069",NA,"AM048069"
"AMEX60DD048070",NA,"AM048070"
"AMEX60DD048071",NA,"AM048071"
"AMEX60DD048072",NA,"AM048072"
"AMEX60DD048073",NA,"AM048073"
"AMEX60DD048074",NA,"AM048074"
"AMEX60DD048075",NA,"AM048075"
"AMEX60DD048076",NA,"LOC113837993.81"
"AMEX60DD048077",NA,"AM048077"
"AMEX60DD048078",NA,"AM048078"
"AMEX60DD048079",NA,"AM048079"
"AMEX60DD048080",NA,"AM048080"
"AMEX60DD048081",NA,"AM048081"
"AMEX60DD048082",NA,"AM048082"
"AMEX60DD048083",NA,"AM048083"
"AMEX60DD048084",NA,"AM048084"
"AMEX60DD048085",NA,"OJAV_G00236990.66"
"AMEX60DD048086",NA,"LOC503325.40"
"AMEX60DD048087",NA,"AM048087"
"AMEX60DD048088",NA,"AM048088"
"AMEX60DD048089","TMEM182","Tmem182.2"
"AMEX60DD048090","MFSD9","Mfsd9"
"AMEX60DD048091",NA,"AM048091"
"AMEX60DD048092",NA,"AM048092"
"AMEX60DD048093","SLC9A2","Slc9a2"
"AMEX60DD048094",NA,"AM048094"
"AMEX60DD048095",NA,"AM048095"
"AMEX60DD048096",NA,"LOC108698892.86"
"AMEX60DD048097","SLC9A4","Slc9a4"
"AMEX60DD048098",NA,"AM048098"
"AMEX60DD048099","IL18RAP","Il18rap"
"AMEX60DD048100","IL18R1","Il18r1"
"AMEX60DD048101",NA,"AM048101"
"AMEX60DD048102",NA,"AM048102"
"AMEX60DD048103","IL18RAP","Il18rap.1"
"AMEX60DD048104","IL18R1","Il18r1.1"
"AMEX60DD048105","IL18R1","Il18r1.2"
"AMEX60DD048106",NA,"AM048106"
"AMEX60DD048107","IL18R1","Il18r1.3"
"AMEX60DD048108","IL1RL1","Il1rl1"
"AMEX60DD048109","IL1R1","Il1r1"
"AMEX60DD048110",NA,"E1301_TTI023775.27"
"AMEX60DD048111","IL1R1","Il1r1.1"
"AMEX60DD048112",NA,"AM048112"
"AMEX60DD048113","GPRC6A","Gprc6a.4"
"AMEX60DD048114",NA,"AM048114"
"AMEX60DD048115","H2AJ","H2aj.1"
"AMEX60DD048116",NA,"AM048116"
"AMEX60DD048117","PHKA2","Phka2"
"AMEX60DD048118",NA,"AM048118"
"AMEX60DD048119",NA,"AM048119"
"AMEX60DD048120","ADGRG2","Adgrg2"
"AMEX60DD048121",NA,"AM048121"
"AMEX60DD048122","WEE2-AS1","Wee2-As1.2"
"AMEX60DD048123",NA,"AM048123"
"AMEX60DD048124",NA,"AM048124"
"AMEX60DD048125",NA,"AM048125"
"AMEX60DD048126",NA,"AM048126"
"AMEX60DD048127",NA,"AM048127"
"AMEX60DD048128",NA,"AM048128"
"AMEX60DD048129","ASMTL","Asmtl.1"
"AMEX60DD048130","SLC25A6","Slc25a6"
"AMEX60DD048131",NA,"LOC106707053.1"
"AMEX60DD048132",NA,"GSONMT00027580001.18"
"AMEX60DD048133",NA,"AM048133"
"AMEX60DD048134",NA,"LOC115091573"
"AMEX60DD048135",NA,"AM048135"
"AMEX60DD048136",NA,"AM048136"
"AMEX60DD048137","IL5RA","Il5ra"
"AMEX60DD048138",NA,"AM048138"
"AMEX60DD048139","TUBGCP3","Tubgcp3.1"
"AMEX60DD048140",NA,"AM048140"
"AMEX60DD048141","ATP11A","Atp11a"
"AMEX60DD048142","PDHA1","Pdha1"
"AMEX60DD048143",NA,"AM048143"
"AMEX60DD048144",NA,"AM048144"
"AMEX60DD048145","PDHA1","Pdha1.1"
"AMEX60DD048146","H2AX","H2ax.1"
"AMEX60DD048147","H2AX","H2ax.2"
"AMEX60DD048148","H2AX","H2ax.3"
"AMEX60DD048149","H2AX","H2ax.4"
"AMEX60DD048150","H2AX","H2ax.5"
"AMEX60DD048151","H2AX","H2ax.6"
"AMEX60DD048152","H2AX","H2ax.7"
"AMEX60DD048153","H2AX","H2ax.8"
"AMEX60DD048154",NA,"AM048154"
"AMEX60DD048155",NA,"AM048155"
"AMEX60DD048156","ZMYM1","Zmym1.4"
"AMEX60DD048157",NA,"AM048157"
"AMEX60DD048158",NA,"AM048158"
"AMEX60DD048159","FGF14","Fgf14"
"AMEX60DD048160","FGF14","Fgf14.1"
"AMEX60DD048161",NA,"AM048161"
"AMEX60DD048162","FGF14","Fgf14.2"
"AMEX60DD048163",NA,"E1301_TTI023775.28"
"AMEX60DD048164","ITGBL1","Itgbl1"
"AMEX60DD048165","ITGBL1","Itgbl1.1"
"AMEX60DD048166",NA,"AM048166"
"AMEX60DD048167",NA,"AM048167"
"AMEX60DD048168",NA,"Y956_07891"
"AMEX60DD048169","NALCN","Nalcn"
"AMEX60DD048170","NALCN","Nalcn.1"
"AMEX60DD048171",NA,"AM048171"
"AMEX60DD048172",NA,"AM048172"
"AMEX60DD048173",NA,"AM048173"
"AMEX60DD048174","TMTC4","Tmtc4"
"AMEX60DD048175","GGACT","Ggact"
"AMEX60DD048176",NA,"AM048176"
"AMEX60DD048177","PCCA","Pcca"
"AMEX60DD048178",NA,"AM048178"
"AMEX60DD048179","ZIC2","Zic2"
"AMEX60DD048180","ZIC5","Zic5"
"AMEX60DD048181",NA,"AM048181"
"AMEX60DD048182",NA,"AM048182"
"AMEX60DD048183","CLYBL","Clybl"
"AMEX60DD048184",NA,"AM048184"
"AMEX60DD048185",NA,"AM048185"
"AMEX60DD048186",NA,"AM048186"
"AMEX60DD048187","TM9SF2","Tm9sf2"
"AMEX60DD048188","TM9SF2","Tm9sf2.1"
"AMEX60DD048189","TM9SF2","Tm9sf2.2"
"AMEX60DD048190","TM9SF2","Tm9sf2.3"
"AMEX60DD048191","TM9SF2","Tm9sf2.4"
"AMEX60DD048192",NA,"AM048192"
"AMEX60DD048193","UBAC2","Ubac2"
"AMEX60DD048194","GPR183","Gpr183"
"AMEX60DD048195","UBAC2","Ubac2.1"
"AMEX60DD048196","E2F1","E2f1.1"
"AMEX60DD048197","GPR18","Gpr18"
"AMEX60DD048198","HARBI1","Harbi1.153"
"AMEX60DD048199",NA,"AM048199"
"AMEX60DD048200","DHRSX","Dhrsx"
"AMEX60DD048201",NA,"AM048201"
"AMEX60DD048202",NA,"AM048202"
"AMEX60DD048203",NA,"AM048203"
"AMEX60DD048204","CD99","Cd99"
"AMEX60DD048205","GYG2","Gyg2"
"AMEX60DD048206",NA,"AM048206"
"AMEX60DD048207","ARSD","Arsd.3"
"AMEX60DD048208","TPP2","Tpp2"
"AMEX60DD048209","METTL21C","Mettl21c"
"AMEX60DD048210",NA,"L1-RT.3"
"AMEX60DD048211",NA,"AM048211"
"AMEX60DD048212",NA,"AM048212"
"AMEX60DD048213",NA,"AM048213"
"AMEX60DD048214",NA,"AM048214"
"AMEX60DD048215",NA,"LOC104321027"
"AMEX60DD048216",NA,"AM048216"
"AMEX60DD048217","ERCC5","Ercc5"
"AMEX60DD048218","BHMT","Bhmt.1"
"AMEX60DD048219",NA,"GSONMT00027580001.19"
"AMEX60DD048220","BIVM-ERCC5","Bivm-Ercc5"
"AMEX60DD048221","BIVM-ERCC5","Bivm-Ercc5.1"
"AMEX60DD048222",NA,"AM048222"
"AMEX60DD048223",NA,"MEGS-A"
"AMEX60DD048224",NA,"AM048224"
"AMEX60DD048225","P2RY8","P2ry8"
"AMEX60DD048226","P2RY8","P2ry8.1"
"AMEX60DD048227","MOSPD2","Mospd2"
"AMEX60DD048228","FANCB","Fancb"
"AMEX60DD048229","GLRA2","Glra2"
"AMEX60DD048230",NA,"AM048230"
"AMEX60DD048231",NA,"GSONMT00047382001.1"
"AMEX60DD048232",NA,"AM048232"
"AMEX60DD048233",NA,"AM048233"
"AMEX60DD048234",NA,"AM048234"
"AMEX60DD048235",NA,"AM048235"
"AMEX60DD048236",NA,"AM048236"
"AMEX60DD048237","PPCDC","Ppcdc.1"
"AMEX60DD048238","RPS6KA3","Rps6ka3"
"AMEX60DD048239","EIF1AX","Eif1ax"
"AMEX60DD048240",NA,"AM048240"
"AMEX60DD048241","MAP7D2","Map7d2"
"AMEX60DD048242","BCLAF3","Bclaf3"
"AMEX60DD048243","SH3KBP1","Sh3kbp1"
"AMEX60DD048244",NA,"AM048244"
"AMEX60DD048245","MAP3K15","Map3k15"
"AMEX60DD048246",NA,"AM048246"
"AMEX60DD048247","CHAMP1","Champ1"
"AMEX60DD048248","FBXO36","Fbxo36.1"
"AMEX60DD048249","FBXO36","Fbxo36.2"
"AMEX60DD048250","UPF3A","Upf3a.1"
"AMEX60DD048251","UPF3A","Upf3a.2"
"AMEX60DD048252",NA,"AM048252"
"AMEX60DD048253",NA,"AM048253"
"AMEX60DD048254","CDC16","Cdc16"
"AMEX60DD048255",NA,"AM048255"
"AMEX60DD048256",NA,"AM048256"
"AMEX60DD048257","CFAP97D2","Cfap97d2"
"AMEX60DD048258","RASA3","Rasa3"
"AMEX60DD048259",NA,"AM048259"
"AMEX60DD048260",NA,"AM048260"
"AMEX60DD048261","GAS6","Gas6.1"
"AMEX60DD048262","TMEM255B","Tmem255b"
"AMEX60DD048263",NA,"AM048263"
"AMEX60DD048264",NA,"AM048264"
"AMEX60DD048265","USP7","Usp7.2"
"AMEX60DD048266","USP7","Usp7.3"
"AMEX60DD048267","ATP4B","Atp4b"
"AMEX60DD048268",NA,"AM048268"
"AMEX60DD048269",NA,"AM048269"
"AMEX60DD048270","TFDP1","Tfdp1"
"AMEX60DD048271","TMCO3","Tmco3"
"AMEX60DD048272","DCUN1D2","Dcun1d2"
"AMEX60DD048273","TMBIM6","Tmbim6.2"
"AMEX60DD048274","ADPRHL1","Adprhl1"
"AMEX60DD048275",NA,"LOC113746826.41"
"AMEX60DD048276","GRTP1","Grtp1"
"AMEX60DD048277",NA,"AM048277"
"AMEX60DD048278","LAMP1","Lamp1"
"AMEX60DD048279","CUL4A","Cul4a"
"AMEX60DD048280",NA,"AM048280"
"AMEX60DD048281","PCID2","Pcid2"
"AMEX60DD048282",NA,"AM048282"
"AMEX60DD048283","MCF2L","Mcf2l.1"
"AMEX60DD048284",NA,"AM048284"
"AMEX60DD048285","F7","F7.1"
"AMEX60DD048286",NA,"LOC108703061"
"AMEX60DD048287",NA,"AM048287"
"AMEX60DD048288","F10","F10"
"AMEX60DD048289","PROZ","Proz"
"AMEX60DD048290","F10","F10.1"
"AMEX60DD048291",NA,"XELAEV_18003999MG.8"
"AMEX60DD048292","PIGA","Piga"
"AMEX60DD048293","PIGA","Piga.1"
"AMEX60DD048294",NA,"LOC111608691.2"
"AMEX60DD048295","VEGFD","Vegfd"
"AMEX60DD048296",NA,"AM048296"
"AMEX60DD048297",NA,"PARPI_0000735"
"AMEX60DD048298",NA,"AM048298"
"AMEX60DD048299","TAGLN3","Tagln3"
"AMEX60DD048300",NA,"AM048300"
"AMEX60DD048301","ABHD10","Abhd10"
"AMEX60DD048302","PHLDB2","Phldb2"
"AMEX60DD048303","PLCXD2","Plcxd2"
"AMEX60DD048304",NA,"AM048304"
"AMEX60DD048305",NA,"LOC114595149.168"
"AMEX60DD048306","STX19","Stx19"
"AMEX60DD048307",NA,"AM048307"
"AMEX60DD048308","RTL1","Rtl1.63"
"AMEX60DD048309","PROS1","Pros1.1"
"AMEX60DD048310",NA,"AM048310"
"AMEX60DD048311",NA,"AM048311"
"AMEX60DD048312",NA,"XELAEV_18000041MG.2"
"AMEX60DD048313",NA,"AM048313"
"AMEX60DD048314",NA,"AM048314"
"AMEX60DD048315",NA,"AM048315"
"AMEX60DD048316",NA,"AM048316"
"AMEX60DD048317","EPHA3","Epha3"
"AMEX60DD048318","EIF4A3","Eif4a3.1"
"AMEX60DD048319","EIF4A3","Eif4a3.2"
"AMEX60DD048320",NA,"AM048320"
"AMEX60DD048321",NA,"AM048321"
"AMEX60DD048322",NA,"AM048322"
"AMEX60DD048323",NA,"AM048323"
"AMEX60DD048324",NA,"AM048324"
"AMEX60DD048325",NA,"AM048325"
"AMEX60DD048326",NA,"GSONMT00006483001.4"
"AMEX60DD048327",NA,"AB205_0020800.4"
"AMEX60DD048328",NA,"ROHU_028321.6"
"AMEX60DD048329","CPOX","Cpox"
"AMEX60DD048330",NA,"AM048330"
"AMEX60DD048331","ST3GAL6","St3gal6"
"AMEX60DD048332","COL8A1","Col8a1"
"AMEX60DD048333",NA,"AM048333"
"AMEX60DD048334",NA,"AM048334"
"AMEX60DD048335","DCBLD2","Dcbld2"
"AMEX60DD048336",NA,"AM048336"
"AMEX60DD048337",NA,"AM048337"
"AMEX60DD048338",NA,"AM048338"
"AMEX60DD048339","TRIM39","Trim39.61"
"AMEX60DD048340",NA,"LOC115470677"
"AMEX60DD048341",NA,"LOC115076731"
"AMEX60DD048342",NA,"AM048342"
"AMEX60DD048343","RTL1","Rtl1.64"
"AMEX60DD048344",NA,"AM048344"
"AMEX60DD048345","FILIP1L","Filip1l"
"AMEX60DD048346",NA,"AM048346"
"AMEX60DD048347",NA,"AM048347"
"AMEX60DD048348","H2AC1","H2ac1"
