rank;CpG;rank.neg;rank.pos;PRC1_Amin;PRC2_Amin;stackHMM;cor;pvalueStudent;qvalueStudent;nPresentSamples;SE;SpeciesCommonName;SpeciesLatinName;Z;CHR;Gene;bp;P;hg
4555;cg13219248;2339;;0;0;TSS1;-0,024251533;0,813597028;0,77239655;97;0,102537494;Axolotl;Ambystoma mexicanum;-0,235788196;18;TCF4;55322309;0,813597028;hg38
4556;cg10448703;;2217;0;0;Acet3;0,02424535;0,813643688;0,77239655;97;0,102537524;Axolotl;Ambystoma mexicanum;0,235728069;1;SPATA17;217729125;0,813643688;hg38
4557;cg17091071;2340;;0;0;Acet2;-0,02422955;0,813762934;0,77239655;97;0,102537603;Axolotl;Ambystoma mexicanum;-0,235574408;9;CNTLN;17323449;0,813762934;hg38
4558;cg23541245;2341;;0;0;EnhA7;-0,024218571;0,813845799;0,77239655;97;0,102537658;Axolotl;Ambystoma mexicanum;-0,235467631;19;LOC100505622;42134866;0,813845799;hg38
4559;cg27579480;2342;;0;0;PromF4;-0,024161592;0,814275885;0,772635219;97;0,10253794;Axolotl;Ambystoma mexicanum;-0,234913482;19;JUND;18280519;0,814275885;hg38
4560;cg08072685;;2218;0;0;Tx8;0,024080629;0,814887093;0,772807;97;0,102538341;Axolotl;Ambystoma mexicanum;0,234126088;8;RNF19A;100269989;0,814887093;hg38
4561;cg08072531;;2219;0;0;TxWk1;0,024048346;0,815130845;0,772807;97;0,102538501;Axolotl;Ambystoma mexicanum;0,233812113;1;ADGRL2;81907139;0,815130845;hg38
4562;cg26155004;2343;;0;0;ReprPC2;-0,024017876;0,815360915;0,772807;97;0,102538651;Axolotl;Ambystoma mexicanum;-0,233515783;8;LOC401463;64584724;0,815360915;hg38
4563;cg19115789;2344;;0;0;TxWk2;-0,024016347;0,815372459;0,772807;97;0,102538658;Axolotl;Ambystoma mexicanum;-0,233500915;23;GRPR;16152412;0,815372459;hg38
4564;cg09530766;2345;;0;1;ReprPC1;-0,024008033;0,815435236;0,772807;97;0,102538699;Axolotl;Ambystoma mexicanum;-0,233420062;5;NR2F1;93598354;0,815435236;hg38
4565;cg08123457;;2220;1;1;PromF3;0,023995641;0,815528812;0,772807;97;0,10253876;Axolotl;Ambystoma mexicanum;0,233299544;19;ERCC1;45478605;0,815528812;hg38
4566;cg05869876;2346;;0;0;ReprPC3;-0,023933778;0,815995996;0,772831462;97;0,102539065;Axolotl;Ambystoma mexicanum;-0,232697905;18;SMIM21;75363311;0,815995996;hg38
4567;cg13645387;2347;;0;0;Tx6;-0,023900709;0,816245762;0,772831462;97;0,102539227;Axolotl;Ambystoma mexicanum;-0,232376291;5;PPIP5K2;103187322;0,816245762;hg38
4568;cg16000161;;2221;0;0;TxWk1;0,023821011;0,816847776;0,772831462;97;0,102539617;Axolotl;Ambystoma mexicanum;0,2316012;23;AMMECR1;110196116;0,816847776;hg38
4569;cg07787884;2348;;0;0;Tx5;-0,023798992;0,817014115;0,772831462;97;0,102539725;Axolotl;Ambystoma mexicanum;-0,231387063;1;ADGRL2;81990439;0,817014115;hg38
4570;cg12242396;;2222;0;1;BivProm1;0,023797466;0,817025644;0,772831462;97;0,102539732;Axolotl;Ambystoma mexicanum;0,231372221;20;MAFB;40688123;0,817025644;hg38
4571;cg05962837;;2223;0;0;PromF2;0,02378586;0,817113329;0,772831462;97;0,102539789;Axolotl;Ambystoma mexicanum;0,231259344;2;ZEB2;144510779;0,817113329;hg38
4572;cg18467214;2349;;0;0;ReprPC4;-0,023772802;0,81721198;0,772831462;97;0,102539852;Axolotl;Ambystoma mexicanum;-0,231132355;1;LINC01343;38258600;0,81721198;hg38
4573;cg11825056;2350;;0;0;Tx5;-0,023734635;0,817500352;0,772831462;97;0,102540038;Axolotl;Ambystoma mexicanum;-0,230761166;2;BCL11A;60462007;0,817500352;hg38
4574;cg01128516;2351;;0;0;Quies3;-0,023734509;0,817501302;0,772831462;97;0,102540039;Axolotl;Ambystoma mexicanum;-0,230759943;10;LRMDA;75863109;0,817501302;hg38
4575;cg04193235;2352;;0;1;BivProm1;-0,023676779;0,817937522;0,772831462;97;0,10254032;Axolotl;Ambystoma mexicanum;-0,230198507;8;LOC401463;64580246;0,817937522;hg38
4576;cg13079992;;2224;0;0;TxEx3;0,023659473;0,818068307;0,772831462;97;0,102540404;Axolotl;Ambystoma mexicanum;0,230030194;20;TAF4;61976208;0,818068307;hg38
4577;cg14583440;;2225;0;0;TxEx2;0,023648961;0,818147746;0,772831462;97;0,102540455;Axolotl;Ambystoma mexicanum;0,229927964;12;CHD4;6577876;0,818147746;hg38
4578;cg17506882;2353;;0;0;EnhWk4;-0,023622539;0,818347424;0,772831462;97;0,102540583;Axolotl;Ambystoma mexicanum;-0,229671009;16;LOC102724084;80390065;0,818347424;hg38
4579;cg25947654;2354;;0;0;TxWk2;-0,023611716;0,818429224;0,772831462;97;0,102540636;Axolotl;Ambystoma mexicanum;-0,229565749;5;AP3B1;78062828;0,818429224;hg38
4580;cg05470767;;2226;0;0;Tx2;0,023594012;0,818563032;0,772831462;97;0,102540721;Axolotl;Ambystoma mexicanum;0,229393572;8;ZFHX4;76808558;0,818563032;hg38
4581;cg06459870;2355;;0;0;TxEnh4;-0,023581831;0,818655094;0,772831462;97;0,10254078;Axolotl;Ambystoma mexicanum;-0,229275115;19;DAZAP1;1425865;0,818655094;hg38
4582;cg26294925;2356;;0;0;EnhA20;-0,023580328;0,818666457;0,772831462;97;0,102540788;Axolotl;Ambystoma mexicanum;-0,229260494;2;WDPCP;63434694;0,818666457;hg38
4583;cg20701299;;2227;0;0;TxEnh5;0,023538907;0,818979547;0,772831462;97;0,102540988;Axolotl;Ambystoma mexicanum;0,228857664;2;MEIS1;66461787;0,818979547;hg38
4584;cg23078557;;2228;0;0;EnhWk5;0,023528754;0,819056296;0,772831462;97;0,102541037;Axolotl;Ambystoma mexicanum;0,228758922;14;LINC00618;96965270;0,819056296;hg38
4585;cg24236358;2357;;0;0;TxWk1;-0,023519307;0,819127703;0,772831462;97;0,102541082;Axolotl;Ambystoma mexicanum;-0,228667054;5;KCNN2;114404843;0,819127703;hg38
4586;cg09439840;;2229;0;0;TxEx2;0,023455023;0,819613685;0,772876723;97;0,102541392;Axolotl;Ambystoma mexicanum;0,228041877;12;MLEC;120696463;0,819613685;hg38
4587;cg18526971;2358;;0;1;PromF5;-0,023437187;0,81974854;0,772876723;97;0,102541478;Axolotl;Ambystoma mexicanum;-0,227868413;5;NR2F1-AS1;93585447;0,81974854;hg38
4588;cg11105807;;2230;0;1;BivProm1;0,023430841;0,819796519;0,772876723;97;0,102541509;Axolotl;Ambystoma mexicanum;0,227806698;20;MAFB;40688105;0,819796519;hg38
4589;cg00479641;;2231;0;0;Tx7;0,023418433;0,819890333;0,772876723;97;0,102541568;Axolotl;Ambystoma mexicanum;0,227686031;20;ARFGEF2;49033107;0,819890333;hg38
4590;cg07264916;;2232;0;0;TxEnh5;0,023362895;0,820310286;0,773038061;97;0,102541835;Axolotl;Ambystoma mexicanum;0,22714591;2;NRP2;205776322;0,820310286;hg38
4591;cg01783053;2359;;0;0;TxEx1;-0,023340598;0,820478893;0,773038061;97;0,102541942;Axolotl;Ambystoma mexicanum;-0,226929075;15;SNHG14;25375758;0,820478893;hg38
4592;cg24978178;2360;;0;0;EnhWk4;-0,023295156;0,820822558;0,773038061;97;0,102542159;Axolotl;Ambystoma mexicanum;-0,226487143;1;LINC01364;87356854;0,820822558;hg38
4593;cg24766227;2361;;0;0;ReprPC3;-0,023269316;0,82101799;0,773038061;97;0,102542282;Axolotl;Ambystoma mexicanum;-0,226235849;19;ZNF536;30266929;0,82101799;hg38
4594;cg18980531;;2233;0;0;TxEx1;0,02326568;0,821045498;0,773038061;97;0,1025423;Axolotl;Ambystoma mexicanum;0,22620048;5;ZFR;32380089;0,821045498;hg38
4595;cg24750270;2362;;0;0;EnhWk4;-0,023254019;0,821133694;0,773038061;97;0,102542355;Axolotl;Ambystoma mexicanum;-0,226087079;15;C15orf41;36673190;0,821133694;hg38
4596;cg17567299;;2234;0;0;TxEnh7;0,023182526;0,821674491;0,773108998;97;0,102542696;Axolotl;Ambystoma mexicanum;0,225391799;15;TCF12;57133542;0,821674491;hg38
4597;cg03436601;2363;;0;0;ReprPC5;-0,023152307;0,821903101;0,773108998;97;0,10254284;Axolotl;Ambystoma mexicanum;-0,225097917;17;RBFOX3;79103205;0,821903101;hg38
4598;cg27441580;2364;;0;0;TSS2;-0,023132027;0,822056528;0,773108998;97;0,102542936;Axolotl;Ambystoma mexicanum;-0,224900696;5;CREBRF;173056360;0,822056528;hg38
4599;cg07397105;;2235;0;0;TxEx3;0,023094464;0,822340732;0,773108998;97;0,102543114;Axolotl;Ambystoma mexicanum;0,224535391;22;HORMAD2-AS1;30022077;0,822340732;hg38
4600;cg02895114;2365;;0;0;EnhWk3;-0,023093636;0,822346998;0,773108998;97;0,102543118;Axolotl;Ambystoma mexicanum;-0,224527337;1;CASZ1;10672668;0,822346998;hg38
4601;cg19773399;2366;;0;0;TxEx2;-0,02306403;0,822571016;0,773108998;97;0,102543258;Axolotl;Ambystoma mexicanum;-0,224239414;16;CNOT1;58586689;0,822571016;hg38
4602;cg01784864;;2236;0;0;Quies2;0,023054536;0,822642851;0,773108998;97;0,102543303;Axolotl;Ambystoma mexicanum;0,224147091;1;SPATA17;217813303;0,822642851;hg38
4603;cg25266160;2367;;0;0;EnhA11;-0,023042821;0,822731503;0,773108998;97;0,102543359;Axolotl;Ambystoma mexicanum;-0,224033158;5;TBCA;77875321;0,822731503;hg38
4604;cg25728835;;2237;0;0;PromF4;0,023031456;0,822817506;0,773108998;97;0,102543412;Axolotl;Ambystoma mexicanum;0,22392263;13;IRS2;109785735;0,822817506;hg38
4605;cg25332194;2368;;0;0;TxEnh4;-0,02297134;0,823272451;0,773269508;97;0,102543696;Axolotl;Ambystoma mexicanum;-0,223338004;20;RPN2;37238448;0,823272451;hg38
4606;cg24318948;;2238;0;0;EnhWk4;0,022961642;0,823345847;0,773269508;97;0,102543742;Axolotl;Ambystoma mexicanum;0,223243694;11;PKNOX2;125251347;0,823345847;hg38
4607;cg02480322;;2239;0;0;EnhWk5;0,02290157;0,823800535;0,773438035;97;0,102544025;Axolotl;Ambystoma mexicanum;0,222659486;5;RANBP17;171202528;0,823800535;hg38
4608;cg16101912;2369;;0;0;Quies3;-0,022826707;0,824367248;0,773438035;97;0,102544376;Axolotl;Ambystoma mexicanum;-0,221931449;4;MIR297;110995390;0,824367248;hg38
4609;cg11729436;2370;;0;0;ReprPC2;-0,022824956;0,824380504;0,773438035;97;0,102544384;Axolotl;Ambystoma mexicanum;-0,221914421;6;TFAP2B;50854172;0,824380504;hg38
4610;cg14700070;2371;;0;0;TxEnh4;-0,022806521;0,824520078;0,773438035;97;0,10254447;Axolotl;Ambystoma mexicanum;-0,221735134;3;MBNL1;152446711;0,824520078;hg38
4611;cg17391063;2372;;0;0;Tx8;-0,022746635;0,824973501;0,773438035;97;0,10254475;Axolotl;Ambystoma mexicanum;-0,221152746;2;LRPPRC;43906037;0,824973501;hg38
4612;cg19385750;;2240;0;0;EnhWk4;0,022716195;0,825203994;0,773438035;97;0,102544892;Axolotl;Ambystoma mexicanum;0,220856725;5;FAM172A;93893200;0,825203994;hg38
4613;cg23505734;2373;;0;0;EnhA15;-0,022679691;0,82548043;0,773438035;97;0,102545062;Axolotl;Ambystoma mexicanum;-0,220501723;3;RSRC1;158432293;0,82548043;hg38
4614;cg07248946;;2241;0;0;TxWk2;0,022673987;0,825523627;0,773438035;97;0,102545089;Axolotl;Ambystoma mexicanum;0,220446253;22;KCNJ4;38427414;0,825523627;hg38
4615;cg15062281;2374;;0;0;PromF4;-0,02265911;0,825636298;0,773438035;97;0,102545158;Axolotl;Ambystoma mexicanum;-0,220301569;3;KPNA4;160565224;0,825636298;hg38
4616;cg12821343;;2242;0;0;EnhWk3;0,022628289;0,825869718;0,773438035;97;0,102545301;Axolotl;Ambystoma mexicanum;0,220001845;13;DACH1;71524825;0,825869718;hg38
4617;cg19258425;;2243;0;0;BivProm2;0,022618467;0,825944115;0,773438035;97;0,102545347;Axolotl;Ambystoma mexicanum;0,219906319;3;SOX2-OT;181710492;0,825944115;hg38
4618;cg14783285;2375;;1;0;PromF5;-0,022593531;0,826132984;0,773438035;97;0,102545462;Axolotl;Ambystoma mexicanum;-0,21966382;18;ZNF521;25352112;0,826132984;hg38
4619;cg12001730;;2244;0;0;ReprPC1;0,022583214;0,826211131;0,773438035;97;0,10254551;Axolotl;Ambystoma mexicanum;0,219563486;1;BARHL2;90731976;0,826211131;hg38
4620;cg20432233;2376;;0;0;BivProm4;-0,022565788;0,826343123;0,773438035;97;0,102545591;Axolotl;Ambystoma mexicanum;-0,219394026;6;LOC101927314;97668822;0,826343123;hg38
4621;cg15715091;;2245;0;0;TxEx2;0,022539142;0,826544972;0,773438035;97;0,102545714;Axolotl;Ambystoma mexicanum;0,219134891;14;AP4S1;31113953;0,826544972;hg38
4622;cg18567986;2377;;0;0;TxEx3;-0,022471462;0,827057698;0,773438035;97;0,102546027;Axolotl;Ambystoma mexicanum;-0,218476716;5;PPIP5K2;103183321;0,827057698;hg38
4623;cg14899396;2378;;0;0;Tx7;-0,02245792;0,827160297;0,773438035;97;0,102546089;Axolotl;Ambystoma mexicanum;-0,218345024;4;DHX15;24527592;0,827160297;hg38
4624;cg12601476;2379;;0;0;Tx6;-0,022446392;0,827247645;0,773438035;97;0,102546142;Axolotl;Ambystoma mexicanum;-0,218232909;10;ANK3;60080572;0,827247645;hg38
4625;cg11853743;2380;;0;0;TxEnh4;-0,022404146;0,827567745;0,773438035;97;0,102546337;Axolotl;Ambystoma mexicanum;-0,217822074;4;C1QTNF7-AS1;15066309;0,827567745;hg38
4626;cg01181227;2381;;0;1;ReprPC1;-0,022370949;0,827819297;0,773438035;97;0,102546489;Axolotl;Ambystoma mexicanum;-0,217499243;4;NKX1-1;1405347;0,827819297;hg38
4627;cg13155053;2382;;0;0;EnhWk8;-0,022369934;0,827826989;0,773438035;97;0,102546494;Axolotl;Ambystoma mexicanum;-0,217489372;5;ARRDC3;91741999;0,827826989;hg38
4628;cg05460366;;2246;0;0;TxWk2;0,022363447;0,82787615;0,773438035;97;0,102546524;Axolotl;Ambystoma mexicanum;0,217426284;11;NRXN2;64626501;0,82787615;hg38
4629;cg23976192;;2247;0;0;TSS1;0,022353025;0,827955126;0,773438035;97;0,102546571;Axolotl;Ambystoma mexicanum;0,217324935;14;RNASE11;20613814;0,827955126;hg38
4630;cg06846902;2383;;0;0;EnhWk4;-0,02227855;0,828519554;0,773438035;97;0,102546912;Axolotl;Ambystoma mexicanum;-0,216600682;11;PKNOX2;125251303;0,828519554;hg38
4631;cg02052649;;2248;0;0;EnhA10;0,022217812;0,828979941;0,773438035;97;0,10254719;Axolotl;Ambystoma mexicanum;0,216010015;3;FOXP1;71228500;0,828979941;hg38
4632;cg26875368;2384;;0;0;ReprPC3;-0,022173039;0,829319348;0,773438035;97;0,102547394;Axolotl;Ambystoma mexicanum;-0,215574611;10;SLF2;100864741;0,829319348;hg38
4633;cg04952588;;2249;0;0;ReprPC9;0,022157644;0,829436061;0,773438035;97;0,102547464;Axolotl;Ambystoma mexicanum;0,215424897;17;MRM1;36701746;0,829436061;hg38
4634;cg06431538;2385;;0;0;HET1;-0,022155157;0,82945492;0,773438035;97;0,102547475;Axolotl;Ambystoma mexicanum;-0,215400705;12;MIR3974;17695867;0,82945492;hg38
4635;cg13020851;;2250;0;0;BivProm3;0,022146082;0,829523721;0,773438035;97;0,102547516;Axolotl;Ambystoma mexicanum;0,215312453;14;NPAS3;32941541;0,829523721;hg38
4636;cg04490547;;2251;0;0;TxEx1;0,022144872;0,829532894;0,773438035;97;0,102547522;Axolotl;Ambystoma mexicanum;0,215300687;19;ILF3;10678641;0,829532894;hg38
4637;cg05784086;2386;;1;1;BivProm1;-0,022144842;0,829533122;0,773438035;97;0,102547522;Axolotl;Ambystoma mexicanum;-0,215300395;12;HOXC5;54009536;0,829533122;hg38
4638;cg00220825;2387;;0;0;EnhA2;-0,022090354;0,829946244;0,773438035;97;0,102547769;Axolotl;Ambystoma mexicanum;-0,214770513;7;FOXP2;114412647;0,829946244;hg38
4639;cg15761219;;2252;0;0;TSS1;0,022063688;0,830148436;0,773438035;97;0,10254789;Axolotl;Ambystoma mexicanum;0,214511198;12;DUSP6;89352587;0,830148436;hg38
4640;cg03839639;;2253;0;0;ReprPC4;0,022062637;0,830156408;0,773438035;97;0,102547895;Axolotl;Ambystoma mexicanum;0,214500973;18;ST8SIA3;57356974;0,830156408;hg38
4641;cg20696319;;2254;0;0;BivProm4;0,022062082;0,830160619;0,773438035;97;0,102547897;Axolotl;Ambystoma mexicanum;0,214495573;2;FIGN;163718119;0,830160619;hg38
4642;cg02931428;;2255;0;0;EnhA2;0,022042826;0,83030663;0,773438035;97;0,102547984;Axolotl;Ambystoma mexicanum;0,214308321;15;LINC01197;95296195;0,83030663;hg38
4643;cg25245209;;2256;0;1;BivProm2;0,022041866;0,830313913;0,773438035;97;0,102547989;Axolotl;Ambystoma mexicanum;0,21429898;1;LINC02609;90835260;0,830313913;hg38
4644;cg05520117;;2257;0;1;PromF5;0,022014029;0,83052501;0,773438035;97;0,102548115;Axolotl;Ambystoma mexicanum;0,214028272;1;VAV3-AS1;107964714;0,83052501;hg38
4645;cg11422297;;2258;0;0;PromF2;0,021985661;0,830740145;0,773438035;97;0,102548243;Axolotl;Ambystoma mexicanum;0,213752401;6;BACH2;90218725;0,830740145;hg38
4646;cg16702516;2388;;0;0;TxEnh5;-0,021983282;0,830758185;0,773438035;97;0,102548253;Axolotl;Ambystoma mexicanum;-0,213729269;9;DENND1A;123422850;0,830758185;hg38
4647;cg19827223;2389;;0;1;BivProm4;-0,021969443;0,830863145;0,773438035;97;0,102548316;Axolotl;Ambystoma mexicanum;-0,213594685;1;PBX1;164321038;0,830863145;hg38
4648;cg22622940;;2259;0;0;TxEx1;0,02194602;0,831040788;0,773438035;97;0,102548421;Axolotl;Ambystoma mexicanum;0,213366911;15;CLK3;74622189;0,831040788;hg38
4649;cg23160268;2390;;0;0;TxEnh7;-0,021914204;0,831282108;0,773438035;97;0,102548564;Axolotl;Ambystoma mexicanum;-0,213057507;8;TNKS;9679754;0,831282108;hg38
4650;cg27605062;2391;;0;0;Acet4;-0,021899687;0,831392224;0,773438035;97;0,10254863;Axolotl;Ambystoma mexicanum;-0,212916331;2;LINC01828;67054990;0,831392224;hg38
4651;cg07187989;2392;;0;0;EnhWk3;-0,021821173;0,831987818;0,773825697;97;0,102548982;Axolotl;Ambystoma mexicanum;-0,212152814;12;BEST3;69694438;0,831987818;hg38
4652;cg14054874;2393;;0;0;ReprPC1;-0,021778913;0,83230844;0,773957499;97;0,102549171;Axolotl;Ambystoma mexicanum;-0,211741845;4;PITX2;110641744;0,83230844;hg38
4653;cg20109907;2394;;0;0;EnhA19;-0,021743438;0,8325776;0,7740414;97;0,102549329;Axolotl;Ambystoma mexicanum;-0,211396869;17;SMG6;2195165;0,8325776;hg38
4654;cg14752229;;2260;0;0;EnhA2;0,021707975;0,832846691;0,7741252;97;0,102549487;Axolotl;Ambystoma mexicanum;0,211052005;17;LOC101927855;61381042;0,832846691;hg38
4655;cg10945567;;2261;0;0;EnhWk2;0,02155967;0,833972232;0,774433703;97;0,102550146;Axolotl;Ambystoma mexicanum;0,209609798;18;ZNF521;25286004;0,833972232;hg38
4656;cg23208122;2395;;0;0;TxEnh7;-0,021496987;0,834448056;0,774433703;97;0,102550423;Axolotl;Ambystoma mexicanum;-0,209000234;2;ZEB2;144489752;0,834448056;hg38
4657;cg07414561;2396;;0;1;ReprPC2;-0,021478487;0,834588499;0,774433703;97;0,102550504;Axolotl;Ambystoma mexicanum;-0,208820331;9;DMRT3;969337;0,834588499;hg38
4658;cg08271353;2397;;0;0;EnhA17;-0,021453677;0,834776857;0,774433703;97;0,102550614;Axolotl;Ambystoma mexicanum;-0,208579063;2;LINC01114;104702713;0,834776857;hg38
4659;cg17834893;2398;;0;0;Tx5;-0,021412026;0,835093087;0,774433703;97;0,102550797;Axolotl;Ambystoma mexicanum;-0,208174027;19;LOC100507373;14151417;0,835093087;hg38
4660;cg03308445;2399;;0;0;PromF4;-0,021400988;0,8351769;0,774433703;97;0,102550845;Axolotl;Ambystoma mexicanum;-0,208066684;12;SMARCC2;56190397;0,8351769;hg38
4661;cg00658736;2400;;0;0;Acet2;-0,021369095;0,835419065;0,774433703;97;0,102550985;Axolotl;Ambystoma mexicanum;-0,207756544;1;ELAVL4;50201119;0,835419065;hg38
4662;cg16232431;2401;;1;0;TxEx3;-0,021347482;0,835583191;0,774433703;97;0,10255108;Axolotl;Ambystoma mexicanum;-0,20754636;11;LRP4;46886546;0,835583191;hg38
4663;cg24449120;;2262;0;0;EnhA2;0,02129095;0,836012496;0,774433703;97;0,102551327;Axolotl;Ambystoma mexicanum;0,206996622;21;MIR99AHG;16309479;0,836012496;hg38
4664;cg15569409;2402;;0;0;TxEnh4;-0,021283223;0,836071184;0,774433703;97;0,102551361;Axolotl;Ambystoma mexicanum;-0,206921476;17;CSNK1D;82244785;0,836071184;hg38
4665;cg13549145;2403;;0;0;TxEnh7;-0,021246438;0,836350559;0,774433703;97;0,102551521;Axolotl;Ambystoma mexicanum;-0,206563768;6;ARID1B;157051078;0,836350559;hg38
4666;cg17030869;2404;;0;0;TxEx2;-0,021230443;0,836472046;0,774433703;97;0,102551591;Axolotl;Ambystoma mexicanum;-0,206408225;7;MKLN1;131437911;0,836472046;hg38
4667;cg04723117;;2263;0;0;Tx2;0,021214102;0,836596171;0,774433703;97;0,102551662;Axolotl;Ambystoma mexicanum;0,206249312;2;MEIS1;66512220;0,836596171;hg38
4668;cg19657406;2405;;0;0;Tx8;-0,02120989;0,836628167;0,774433703;97;0,102551681;Axolotl;Ambystoma mexicanum;-0,206208349;5;MCTP1;94870977;0,836628167;hg38
4669;cg03915476;2406;;0;0;EnhWk8;-0,021197772;0,836720207;0,774433703;97;0,102551733;Axolotl;Ambystoma mexicanum;-0,206090516;23;POLA1;24898567;0,836720207;hg38
4670;cg02391262;;2264;0;0;PromF4;0,021164434;0,836973452;0,774433703;97;0,102551878;Axolotl;Ambystoma mexicanum;0,205766318;10;TRIM8;102645038;0,836973452;hg38
4671;cg23245779;2407;;0;0;PromF5;-0,021128401;0,837247186;0,774433703;97;0,102552035;Axolotl;Ambystoma mexicanum;-0,205415916;16;ZFHX3;72787356;0,837247186;hg38
4672;cg00437193;2408;;0;1;ReprPC1;-0,021114557;0,83735236;0,774433703;97;0,102552095;Axolotl;Ambystoma mexicanum;-0,205281292;6;TFAP2D;50715124;0,83735236;hg38
4673;cg08634813;;2265;0;0;ReprPC4;0,021113067;0,837363679;0,774433703;97;0,102552101;Axolotl;Ambystoma mexicanum;0,205266803;3;SLITRK3;165187929;0,837363679;hg38
4674;cg23001868;;2266;0;0;ReprPC4;0,021107982;0,837402308;0,774433703;97;0,102552123;Axolotl;Ambystoma mexicanum;0,205217359;11;CADM1;115619819;0,837402308;hg38
4675;cg04556535;2409;;0;0;EnhWk8;-0,021103205;0,837438604;0,774433703;97;0,102552144;Axolotl;Ambystoma mexicanum;-0,2051709;2;LOC100132215;63011125;0,837438604;hg38
4676;cg23816206;;2267;0;0;Tx7;0,021089317;0,837544114;0,774433703;97;0,102552204;Axolotl;Ambystoma mexicanum;0,205035853;8;RAB2A;60584766;0,837544114;hg38
4677;cg26776127;;2268;0;0;BivProm2;0,021087218;0,837560065;0,774433703;97;0,102552213;Axolotl;Ambystoma mexicanum;0,205015436;10;PAX2;100654684;0,837560065;hg38
4678;cg17568431;2410;;0;0;TxEx2;-0,021044426;0,837885197;0,774433703;97;0,102552398;Axolotl;Ambystoma mexicanum;-0,204599307;6;MAP3K7;90544605;0,837885197;hg38
4679;cg23414644;2411;;0;0;EnhWk4;-0,021042517;0,837899703;0,774433703;97;0,102552406;Axolotl;Ambystoma mexicanum;-0,204580742;10;MGMT;129649197;0,837899703;hg38
4680;cg26091579;2412;;0;0;PromF5;-0,021028698;0,8380047;0,774433703;97;0,102552466;Axolotl;Ambystoma mexicanum;-0,204446366;14;BCL11B;99272249;0,8380047;hg38
4681;cg11132800;;2269;0;0;EnhWk5;0,021027705;0,838012249;0,774433703;97;0,10255247;Axolotl;Ambystoma mexicanum;0,204436706;2;HECW2;196217066;0,838012249;hg38
4682;cg20610175;2413;;0;0;EnhA2;-0,020999134;0,838229347;0,774468881;97;0,102552593;Axolotl;Ambystoma mexicanum;-0,204158875;8;LINC01605;37380881;0,838229347;hg38
4683;cg27447914;;2270;0;0;EnhWk4;0,020875692;0,839167487;0,775170097;97;0,102553124;Axolotl;Ambystoma mexicanum;0,202958477;2;GALNT5;157005244;0,839167487;hg38
4684;cg22151044;;2271;0;0;Tx8;0,020818385;0,839603087;0,775406897;97;0,102553369;Axolotl;Ambystoma mexicanum;0,202401205;3;TBC1D5;17506495;0,839603087;hg38
4685;cg20677048;2414;;0;0;EnhA6;-0,020783413;0,83986894;0,775486863;97;0,102553518;Axolotl;Ambystoma mexicanum;-0,202061124;18;ZNF521;25068862;0,83986894;hg38
4686;cg02600036;2415;;0;0;TxEx2;-0,020733853;0,840245717;0,775669193;97;0,102553729;Axolotl;Ambystoma mexicanum;-0,201579188;11;AMBRA1;46508299;0,840245717;hg38
4687;cg13782795;2416;;0;0;TxWk2;-0,02071007;0,840426545;0,775670594;97;0,10255383;Axolotl;Ambystoma mexicanum;-0,201347907;2;VSNL1;17655255;0,840426545;hg38
4688;cg20483635;2417;;0;0;TxEx2;-0,020605004;0,841225461;0,776143312;97;0,102554276;Axolotl;Ambystoma mexicanum;-0,200326216;7;DMTF1;87185920;0,841225461;hg38
4689;cg21163085;;2272;0;0;Tx8;0,020568851;0,8415004;0,776143312;97;0,102554428;Axolotl;Ambystoma mexicanum;0,199974659;2;ARHGAP15;143390280;0,8415004;hg38
4690;cg01507502;;2273;0;0;EnhA6;0,020556514;0,841594226;0,776143312;97;0,10255448;Axolotl;Ambystoma mexicanum;0,199854692;6;LOC101927314;97461441;0,841594226;hg38
4691;cg24557791;2418;;0;0;Acet2;-0,020543778;0,84169109;0,776143312;97;0,102554534;Axolotl;Ambystoma mexicanum;-0,199730843;6;ADGRB3;68936590;0,84169109;hg38
4692;cg13194536;2419;;0;0;EnhA15;-0,020524749;0,841835824;0,776143312;97;0,102554614;Axolotl;Ambystoma mexicanum;-0,199545795;15;LINC02490;53059428;0,841835824;hg38
4693;cg08380206;;2274;0;0;TxEnh1;0,020486568;0,842126234;0,77624562;97;0,102554775;Axolotl;Ambystoma mexicanum;0,199174515;9;PBX3;125910525;0,842126234;hg38
4694;cg21003308;2420;;0;0;EnhWk8;-0,020459925;0,842328899;0,776265486;97;0,102554887;Axolotl;Ambystoma mexicanum;-0,19891543;6;ZDHHC14;157628476;0,842328899;hg38
4695;cg09680988;;2275;0;0;EnhWk8;0,020436554;0,842506682;0,776265486;97;0,102554985;Axolotl;Ambystoma mexicanum;0,198688165;2;TMEM182;102932665;0,842506682;hg38
4696;cg23977950;;2276;0;1;ReprPC1;0,020394903;0,842823537;0,776287407;97;0,102555159;Axolotl;Ambystoma mexicanum;0,198283147;7;UNCX;1238058;0,842823537;hg38
4697;cg00900456;;2277;0;1;BivProm1;0,020370684;0,843007796;0,776287407;97;0,102555261;Axolotl;Ambystoma mexicanum;0,198047633;5;PITX1;135031343;0,843007796;hg38
4698;cg22336104;2421;;0;1;ReprPC1;-0,02035276;0,843144163;0,776287407;97;0,102555336;Axolotl;Ambystoma mexicanum;-0,19787334;4;PHOX2B;41749278;0,843144163;hg38
